stop_id,stop_name,stop_lat,stop_lon,census_tract_id
00000840,Kenview Blvd at 5 Kenview Blvd,43.732225,-79.652079,5350576.78
00000850,Kenview Blvd at 11 Kenview Blvd,43.734576,-79.651319,5350576.78
00000900,Kenview Blvd e/of Castleview Dr (19 Kenview Blvd),43.7369,-79.6506,5350576.78
00000910,Kenview Blvd at Parkshore Dr,43.738431,-79.645311,5350576.78
00000920,Finch Ave n/of Kenview Blvd,43.740512,-79.644078,5350576.78
00000930,Finch Ave s/of Steeles Ave,43.74265,-79.646979,5350576.78
00000940,Albion Rd s/of Steeles Ave,43.7493,-79.638861,5350576.78
00000941,Steeles Ave w/of Hwy 50,43.74951,-79.639531,5350576.78
00001100,Finch Ave n/of Longo Circle,43.735845,-79.637104,5350576.78
00001110,Kenview Blvd w/of Finch Ave,43.739552,-79.644298,5350576.78
00001115,Kenview Blvd w/of Parkshore Dr,43.738496,-79.645548,5350576.78
00001120,Kenview Blvd at 26 Kenview Blvd,43.738123,-79.648884,5350576.78
00001130,Kenview Blvd at 14 Kenview Blvd,43.735587,-79.651223,5350576.78
00001140,Kenview Blvd at Paget Rd,43.734285,-79.651626,5350576.78
00001150,Kenview Blvd at Goreway Dr,43.730642,-79.654162,5350576.78
00001170,Goreway Dr at Steeles Ave E,43.732859,-79.657418,5350576.78
00001180,Steeles Ave E at Parkhurst Sq,43.727176,-79.665411,5350576.78
00001230,Steeles Ave E w/of Melanie Dr (E),43.71175,-79.682953,5350560.0
00001235,Steeles Ave E w/of Melanie Dr (W),43.710007,-79.684932,5350560.0
00001260,Steeles Ave w/of Advance Blvd,43.698202,-79.697824,5350561.0
00001280,Steeles Ave E btwn Dixie Rd & West Dr,43.692759,-79.704133,5350562.13
00001315,Steeles Ave E e/of Resolution Dr,43.678405,-79.719987,5350570.01
00001320,Steeles Ave e/of Kennedy Rd,43.676125,-79.722478,5350570.01
00001340,Steeles Ave E at Orchard Dr,43.673526,-79.725254,5350570.01
00001345,Fletchers Creek Blvd at Gold Hill Rd,43.689387,-79.801253,5350573.11
00001350,Steeles Ave E at 152 Steeles Ave,43.670919,-79.728094,5350570.02
00001430,Steeles Ave W at Tait Blvd,43.653912,-79.746827,5350572.08
00001440,Steeles Ave W at Beaconsfield walkway,43.649108,-79.752183,5350572.08
00001450,Steeles Ave W at Chinguacousy Rd,43.647359,-79.75415,5350572.08
00001460,Steeles Ave W w/of James Potter Dr,43.643963,-79.757787,5350576.9
00001465,Steeles Ave W at Polonia Ave,43.642083,-79.759987,5350576.9
00001470,Steeles Ave at Churchville Rd,43.640358,-79.761767,5350576.9
00001490,Steeles Ave W e/of Financial Dr,43.633746,-79.769172,5350576.91
00001500,Financial - Zum Steeles Station Stop WB,43.631767,-79.771344,5350576.91
00001508,Mississauga Road - Zum Steeles Station Stop WB,43.626831,-79.77688,5350576.91
00001510,Mississauga Rd s/of Steeles Ave,43.626788,-79.775535,5350528.53
00001520,Mississauga Rd n/of Edgeware Rd,43.623434,-79.771047,5350528.53
00001530,Hereford St w/of Mississauga Rd,43.620547,-79.768579,5350528.53
00001540,Hereford St s/of Ironbridge Rd,43.618516,-79.767462,5350528.53
00001550,Hereford St w/of President's Choice Cir (Loblaws),43.617118,-79.768241,5350528.53
00001560,Hereford St btwn President's Choice Cir & Edgeware,43.615558,-79.771769,5350528.53
00001570,Hereford St n/of Edgeware Rd,43.619017,-79.776526,5350528.53
00001575,Hereford St btwn Edgeware Rd & Steeles Ave,43.620511,-79.778551,5350528.53
00001640,Kensington Rd e/of Central Park Dr,43.720217,-79.719842,5350563.01
00001650,Kensington Rd at Kingscross Rd,43.72116,-79.71879,5350563.01
00001660,Kensington Rd opp Bramalea Medical Centre,43.722037,-79.717277,5350563.01
00001670,Kensington Rd at Bramalea Rd,43.722824,-79.715934,5350563.01
00001680,Bramalea Rd at Knightsbridge Rd - Rte 12 ONLY,43.721791,-79.71406,5350563.01
00001720,Finchgate Blvd at Feston Place,43.726267,-79.709158,5350564.02
00001730,Finchgate Blvd at Queen St E,43.727544,-79.712249,5350564.02
00001740,Glenvale Blvd s/of Gatwick Lane,43.729168,-79.714538,5350562.09
00001750,Glenvale Blvd n/of Greenmount Rd,43.730592,-79.715682,5350562.09
00001760,Glenvale Blvd at Geraldine Crt,43.73295,-79.716623,5350562.09
00001770,Central Park Dr btwn Glenvale Blvd and Graham Crt,43.733973,-79.7183,5350562.08
00001780,Grenoble Blvd at Central Park Dr,43.733251,-79.720908,5350562.08
00001790,Grenoble Blvd at Glencastle Square,43.734688,-79.721558,5350562.08
00001800,Grenoble Blvd at Gladstone Square,43.736173,-79.721539,5350562.08
00001810,Grenoble Blvd at Greenbriar Rd,43.737422,-79.722803,5350562.08
00001815,Grenoble Blvd at Williams Pky E,43.738502,-79.724933,5350562.08
00001840,Jordan Blvd at Joshua Crt,43.742081,-79.728894,5350562.07
00001850,Jordan Blvd at Jameson Cres,43.743762,-79.730125,5350562.07
00001860,Jordan Blvd s/of North Park Dr,43.744451,-79.731592,5350562.07
00001870,North Park Dr at Jayfield Rd,43.746387,-79.729903,5350562.07
00001880,North Park Dr opp Panda Lane,43.748289,-79.727588,5350562.07
00001890,Torbram Rd at Blue Diamond Dr,43.751976,-79.730465,5350576.79
00001910,Torbram Rd n/of Bovaird Dr E,43.755108,-79.734617,5350576.22
00001920,Torbram Rd s/of Peter Robertson Blvd,43.756344,-79.736365,5350576.22
00001930,Torbram Rd n/of Peter Robertson Blvd,43.758859,-79.739807,5350576.22
00001935,Torbram Rd btwn Peter Robertson Blvd & Steeplebush,43.760476,-79.741966,5350576.22
00001940,Torbram Rd at Eagleridge Rd,43.76142,-79.743165,5350576.22
00001945,Torbram Rd btwn Eagleridge Dr & Sandalwood Pky E,43.763159,-79.745545,5350576.22
00002005,Mountainberry Rd at Mount Ranier Cres,43.761116,-79.729791,5350576.22
00002010,Mountainberry Rd w/of Mount Rainer Cres (W),43.761667,-79.72703,5350576.22
00002020,Mountainberry Rd e/of Mount Rainer Cres (E),43.763403,-79.725754,5350576.22
00002030,Mountainberry Rd at Snow Leopard Crt (S),43.764776,-79.726992,5350576.22
00002040,Mountainberry Rd n/of Black Hills Crt,43.76626,-79.72859,5350576.22
00002050,Mountainberry Rd w/of Snow Leopard Crt (N),43.766051,-79.731343,5350576.22
00002060,Mountainberry Rd at Cougar Crt,43.764887,-79.73291,5350576.22
00002070,Mountainash Rd at Mountainberry Rd,43.764283,-79.734604,5350576.22
00002110,Bovaird Dr E w/of Mountainash Rd,43.757695,-79.730659,5350576.22
00002120,Torbram Rd at Bovaird Dr E,43.75499,-79.734972,5350576.46
00002125,Torbram Rd s/of Bovaird Dr E,43.753672,-79.733189,5350562.06
00002130,Torbram Rd at Prospect Gate,43.752113,-79.73109,5350562.06
00002140,Torbram Rd at North Park Dr,43.749453,-79.727497,5350562.06
00002150,North Park Dr at Panda Lane,43.748349,-79.727831,5350562.06
00002160,North Park Dr at Provincial Place,43.746818,-79.729722,5350562.06
00002165,North Park Dr btwn Provincial Pl & Jamieson Cres,43.745504,-79.731306,5350562.06
00002170,Jordan Blvd at North Park Dr,43.744323,-79.731737,5350562.07
00002180,Jordan Blvd at Joyce Gate,43.74298,-79.72959,5350562.07
00002190,Jordan Blvd at Jefferson Rd,43.740184,-79.727563,5350562.07
00002210,Grenoble Blvd at Glenforest Rd,43.737453,-79.723225,5350562.08
00002220,Grenoble Blvd at Grasspoint Square,43.735689,-79.72171,5350562.08
00002230,Grenoble Blvd n/of Central park Dr,43.73364,-79.721452,5350562.08
00002240,Central Park Dr e/of Greenarrow Crt,43.73356,-79.718835,5350562.09
00002250,Glenvale Blvd s/of Geraldine Crt,43.732319,-79.716713,5350562.09
00002260,Glenvale Blvd at Goldcrest Rd,43.730373,-79.715764,5350562.09
00002270,Glenvale Blvd at Gatwick Rd,43.729264,-79.714876,5350562.09
00002280,Finchgate Blvd s/of Queen St E,43.727643,-79.712759,5350564.02
00002290,Finchgate Blvd n/of Clark Blvd,43.726047,-79.70894,5350564.02
00002350,Kensington Rd w/of Bramalea Rd,43.722391,-79.71694,5350563.01
00002360,Kensington Rd at Kings Cross Rd,43.721741,-79.718392,5350563.01
00002370,Kensington Rd at Central Park Dr,43.72063,-79.719729,5350563.01
00002390,Central Park Dr at Knightsbridge Rd,43.718001,-79.71791,5350563.01
00002410,Knightsbridge Rd w/of Central Park Drive,43.717559,-79.717953,5350563.01
00002430,Bramalea Rd n/of Steeles Ave E,43.705553,-79.691834,5350560.0
00002450,Bramalea Rd at East Dr,43.706748,-79.693537,5350560.0
00002460,Bramalea Rd n/of East Dr,43.707983,-79.695182,5350560.0
00002470,Avondale Blvd at Autumn Blvd,43.70857,-79.697173,5350561.0
00002475,Avondale Blvd at Avondale Plaza,43.707183,-79.698752,5350561.0
00002490,Avondale Blvd at Aloma Cres (E),43.706378,-79.700401,5350561.0
00002500,Avondale Blvd w/of Aloma Cres (W),43.704543,-79.7017,5350561.0
00002510,Avondale Blvd w/of Athlone Ave (S),43.704276,-79.703224,5350561.0
00002540,Dixie Rd s/of Clark Blvd,43.710095,-79.722081,5350562.13
00002550,Dixie Rd at Terese Rd,43.708166,-79.71947,5350562.13
00002560,Balmoral Dr e/of Dixie Rd,43.70657,-79.715128,5350561.0
00002570,Balmoral Dr at Braemar Dr,43.707841,-79.714173,5350561.0
00002580,Balmoral Dr opp Brookland Dr,43.709092,-79.712638,5350561.0
00002590,Avondale Blvd s/of Balmoral Dr,43.709881,-79.710584,5350561.0
00002600,Avondale Blvd at Brentwood Dr,43.707065,-79.709094,5350561.0
00002610,Avondale Blvd at Birchbank Rd,43.704562,-79.706009,5350561.0
00002620,Avondale Blvd at 135 Avondale Blvd,43.704011,-79.703916,5350561.0
00002630,Avondale Blvd opp Aloma Cres (W),43.704967,-79.701073,5350561.0
00002640,Avondale Blvd at Victoria Park Arena,43.706604,-79.69966,5350561.0
00002650,Avondale Blvd btwn Birchbank Rd & Athlone Ave,43.704712,-79.705973,5350561.0
00002660,Avondale Blvd at Addington Cres,43.70653,-79.708219,5350561.0
00002670,Avondale Blvd at Balmoral Dr,43.710161,-79.710717,5350561.0
00002680,Balmoral Dr at Brookland Dr,43.709477,-79.712381,5350563.02
00002690,Balmoral Dr e/of Braemar Dr,43.708383,-79.713925,5350563.02
00002700,Balmoral Dr at Dixie Rd,43.706145,-79.715847,5350563.02
00002710,Dixie Rd opp Terese Rd,43.708141,-79.71887,5350563.02
00002720,Dixie Rd at Clark Blvd,43.710581,-79.722202,5350563.02
00002735,Gore Meadows CC - Route 50/50A SB Stop,43.79368,-79.69559,5350576.73
00002740,Avondale Blvd at Bramalea Rd,43.708691,-79.696745,5350561.0
00002750,Bramalea Rd s/of East Dr,43.707138,-79.694391,5350561.0
00002760,Bramalea Rd at Orenda Rd,43.706051,-79.692944,5350561.0
00002995,Torbram Rd at 7795 Torbram (Peel Waste Facility),43.709727,-79.673247,5350576.79
00003000,Torbram Rd s/of Steeles Ave,43.713879,-79.678776,5350576.79
00003010,Torbram Rd n/of Steeles Ave E,43.714993,-79.680245,5350576.79
00003020,Torbram Rd at Walker Dr,43.71694,-79.683297,5350576.79
00003030,Torbram Rd n/of Bramhurst Ave,43.720205,-79.6878,5350576.79
00003040,Torbram Rd opp 8458 Torbram Rd,43.722591,-79.69103,5350576.79
00003050,Torbram Rd at 8555 Torbram Rd,43.725125,-79.694382,5350576.79
00003055,Torbram Rd s/of Clark Blvd,43.727244,-79.697243,5350576.79
00003070,Torbram Rd at 8705 Torbram Rd,43.729824,-79.700778,5350576.79
00003075,Torbram Rd at 8875 Torbram Rd,43.731071,-79.702472,5350576.79
00003080,Torbram Rd at Queen St E,43.733682,-79.705922,5350576.79
00003100,Torbram Rd at Corporation Dr,43.738309,-79.712208,5350576.79
00003110,Torbram Rd opp Gatewood Dr,43.742195,-79.717404,5350576.79
00003120,Torbram Rd s/of Williams Pky,43.743779,-79.719436,5350576.79
00003130,Torbram Rd opp Jardine St,43.746993,-79.723785,5350576.79
00003140,Torbram Rd n/of North Park Dr,43.749464,-79.727116,5350576.79
00003355,Torbram Rd btwn Sandalwood Pky E and Steeplebush,43.763298,-79.746204,5350576.45
00003360,Torbram Rd at Steeplebush Ave,43.761682,-79.744018,5350576.45
00003370,Torbram Rd btwn Steeplebush Ave & Peter Robertson,43.758676,-79.739913,5350576.46
00003380,Torbram Rd at Peter Robertson Blvd,43.757071,-79.737752,5350576.46
00003430,Torbram Rd at Jardine St,43.746902,-79.72407,5350562.07
00003440,Torbram Rd at Williams Pky,43.744332,-79.720627,5350562.07
00003450,Torbram Rd at Gatewood Dr,43.742173,-79.717765,5350562.08
00003460,Torbram Rd at Central Park Dr,43.738788,-79.713256,5350562.08
00003470,Torbram Rd n/of Grenadier Rd,43.736407,-79.7101,5350562.09
00003475,Torbram Rd s/of Grenadier Rd,43.736167,-79.709342,5350576.79
00003480,Torbram Rd s/of Queen St E,43.733533,-79.706197,5350564.02
00003500,Torbram Rd opp 8875 Torbram Rd,43.731353,-79.703207,5350564.02
00003510,Torbram Rd opp 8705 Torbram Rd,43.729547,-79.700736,5350564.02
00003520,Torbram Rd n/of Clark Blvd,43.727539,-79.698067,5350564.02
00003530,Torbram Rd at 8500 Torbram Rd,43.724678,-79.694166,5350560.0
00003540,Torbram Rd at 8460 Torbram Rd,43.722111,-79.690732,5350560.0
00003550,Torbram Rd s/of Balmoral Dr,43.719366,-79.687039,5350560.0
00003560,Torbram Rd at East Dr,43.717184,-79.684099,5350560.0
00003570,Torbram Rd n/of Steeles Ave,43.714762,-79.680551,5350560.0
00003580,Torbram Rd s/of Steeles Ave E,43.713558,-79.67884,5350560.0
00003590,7795 Torbram Rd at Waste Management,43.710209,-79.674344,5350560.0
00003810,Bramalea Rd n/of Dearbourne Blvd,43.709281,-79.696904,5350560.0
00003820,Bramalea Rd opp Alexandria Gate,43.711182,-79.69947,5350560.0
00003830,Bramalea Rd opp Algonquin Blvd,43.713566,-79.70266,5350560.0
00003840,Bramalea Rd at Balmoral Dr,43.715354,-79.705022,5350560.0
00003850,Bramalea Rd at Clark Blvd,43.719647,-79.71078,5350564.01
00003864,Knightsbridge Rd w/of Bramalea Rd,43.7212,-79.714346,5350563.01
00003865,Knightsbridge Rd btwn Kings Cross & Central Pk Dr,43.718865,-79.716507,5350563.01
00003900,Knightsbridge Rd btwn Central Park & Kings Cross,43.719187,-79.715893,5350563.01
00003910,Knightsbridge Rd at Bramalea Rd,43.721034,-79.714231,5350563.01
00003930,Bramalea Rd at Queen St E,43.724066,-79.716638,5350564.02
00003940,Bramalea Rd n/of Queen St E,43.725028,-79.717974,5350562.09
00003950,Bramalea Rd at Goodwood Rd,43.727458,-79.721258,5350562.09
00003960,Bramalea Rd n/of Central Park Dr,43.730205,-79.724881,5350562.08
00003970,Bramalea Rd s/of Williams Pky E (Salvation Army),43.733048,-79.728745,5350562.08
00003980,Bramalea Rd at Williams Pky E,43.733866,-79.729773,5350562.08
00003990,Bramalea Rd n/of Jackson Rd,43.736151,-79.732827,5350562.07
00004000,Bramalea Rd at North Park Dr,43.738865,-79.73651,5350562.07
00004030,Bramalea Rd s/of Bovaird Dr,43.743578,-79.742885,5350562.06
00004040,Bramalea Rd n/of Bovaird Dr E,43.745298,-79.745102,5350576.2
00004050,Bramalea Rd n/of Peter Robertson Blvd,43.746837,-79.747268,5350576.2
00004060,Bramalea Rd btwn Peter Robertson Blvd & Larkspur R,43.748102,-79.749014,5350576.2
00004070,Bramalea Rd at Larkspur Rd,43.750281,-79.751939,5350576.2
00004080,Bramalea Rd n/of Larkspur Rd,43.75213,-79.754465,5350576.2
00004090,Bramalea Rd s/of Sandalwood Pky,43.753941,-79.756902,5350576.2
00004095,Bramalea Rd at Heslop Cir,43.762877,-79.768879,5350576.54
00004100,Bramalea Rd s/of Countryside Dr,43.764026,-79.770447,5350576.54
00004105,Countryside Dr w/of Bramalea Rd,43.763905,-79.771482,5350576.84
00004106,Countryside Dr opp Everingham Cir,43.76228,-79.773273,5350576.84
00004107,Countryside Dr e/of Fairservice Dr,43.76096,-79.774705,5350576.84
00004108,Countryside Dr w/of Fernforest Dr,43.758222,-79.777318,5350576.59
00004140,Fernforest Dr at Kalahari Rd,43.751322,-79.76545,5350576.59
00004180,Bramalea Rd s/of Sandalwood Pky E,43.7524,-79.755202,5350576.17
00004190,Bramalea Rd at Black Forest Dr,43.750786,-79.753073,5350576.17
00004200,Bramalea Rd btwn Black Forest Dr & Peter Robertson,43.748561,-79.750017,5350576.17
00004220,Bramalea Rd at Bovaird Dr,43.744668,-79.744858,5350576.17
00004225,Bramalea Rd at Peter Robertson Blvd,43.746661,-79.747507,5350576.17
00004240,Bramalea Rd at Marlbourough St,43.741214,-79.740062,5350562.03
00004250,Bramalea Rd s/of North Park Dr,43.738498,-79.73648,5350562.04
00004260,Bramalea Rd at Markham St,43.735834,-79.732837,5350562.04
00004270,Bramalea Rd s/of Williams Pky E,43.733607,-79.729878,5350562.05
00004275,Bramalea Rd btwn Williams Pkwy E & Central Park Dr,43.731467,-79.726999,5350562.05
00004280,Bramalea Rd at Central Park Dr,43.729933,-79.724956,5350562.05
00004290,Bramalea Rd n/of Goodwood Rd ( Chinguacousy Park ),43.727603,-79.721794,5350562.05
00004400,Bramalea Rd s/of Clark Blvd,43.719374,-79.71081,5350563.02
00004410,Bramalea Rd n/of Balmoral Dr,43.71552,-79.705658,5350563.02
00004420,Bramalea Rd at Algonquin Blvd,43.713437,-79.702829,5350561.0
00004430,Bramalea Rd at Alexandria Gate,43.711196,-79.699823,5350561.0
00004440,Bramalea Rd at Avondale Blvd,43.708981,-79.69688,5350561.0
00004720,Bramalea Rd s/of Dewside Dr,43.75715,-79.761122,5350576.54
00004780,Dearbourne Blvd opp Dorset Dr (e/of Bramalea Rd),43.709906,-79.695064,5350560.0
00004790,Dearbourne Blvd opp Delmere Rd,43.712703,-79.692052,5350560.0
00004800,Dearbourne Blvd at Deerfield Cres (S),43.714044,-79.691547,5350560.0
00004810,Dearbourne Blvd opp Dorchester Dr,43.715462,-79.691781,5350560.0
00004820,Dearbourne Blvd opp Devonshire Dr,43.717327,-79.692194,5350560.0
00004830,Balmoral Dr w/of Dearbourne Blvd,43.719367,-79.693169,5350560.0
00004840,Balmoral Dr at Drake Blvd,43.720167,-79.694654,5350560.0
00004850,Eastbourne Dr n/of Balmoral Dr,43.722029,-79.697316,5350560.0
00004860,Eastbourne Dr s/of Enderby Cres,43.723358,-79.698198,5350560.0
00004870,Eastbourne Dr opp Evesham Cres (s/of Clark Blvd),43.725197,-79.699549,5350560.0
00005080,Eastbourne Dr at Evesham Cres (E),43.725129,-79.699753,5350564.01
00005090,Eastbourne Dr s/of Evesham Cres (Recreation Cen),43.723312,-79.698407,5350564.01
00005100,Eastbourne Dr at Balmoral Dr,43.722138,-79.697588,5350564.01
00005110,Balmoral Dr at Deloraine Dr,43.720296,-79.695276,5350560.0
00005120,Balmoral Dr at Dearbourne Blvd,43.71931,-79.693463,5350560.0
00005130,Dearbourne Blvd at Devonshire Dr,43.717061,-79.692352,5350560.0
00005140,Dearbourne Blvd s/of Dorchester Dr,43.715192,-79.691924,5350560.0
00005160,Dearbourne Blvd at Delmere Rd,43.713055,-79.692084,5350560.0
00005170,Dearbourne Blvd at Dorset Dr (e/of Bramalea Rd),43.710057,-79.69518,5350560.0
00005260,Hanover Rd w/of Hartnell Sq,43.720785,-79.724984,5350562.05
00005270,Hanover Rd opp Helena Crt,43.718012,-79.728077,5350562.05
00005280,Hanover Rd opp Hasting Square,43.718797,-79.729596,5350562.05
00005290,Hanover Rd s/of Howden Blvd,43.720169,-79.731421,5350562.05
00005300,Howden Blvd e/of Dixie Rd,43.719017,-79.734576,5350562.02
00005310,Howden Blvd opp Heath Dr,43.718355,-79.737691,5350562.02
00005320,Howden Blvd at Vodden Rd E,43.717123,-79.741461,5350562.02
00005330,Howden Blvd at Ladin Dr,43.718192,-79.744029,5350562.02
00005340,Howden Blvd at Leander St,43.719364,-79.745495,5350562.02
00005350,North Park Dr n/of Williams Pwky E,43.720718,-79.747156,5350562.14
00005360,North Park Dr s/of Northampton St,43.722381,-79.749987,5350562.14
00005370,North Park Dr at Neptune Crt,43.723854,-79.753438,5350562.14
00005380,Nasmith St n/of North Park Dr,43.727035,-79.754445,5350562.14
00005390,Nasmith St at Nevada Crt,43.728267,-79.75701,5350562.14
00005400,Nasmith St at Newport St,43.729026,-79.758026,5350562.14
00005410,Nasmith St at Bovaird Dr E,43.730127,-79.759501,5350562.14
00005450,Great Lakes Dr n/of Bovaird Dr,43.730522,-79.76047,5350576.93
00005460,Nasmith St n/of Niagara Pl,43.728189,-79.757155,5350562.15
00005470,North Park Dr w/of Nasmith St,43.726531,-79.754199,5350562.15
00005480,North Park Dr at Nuffield St,43.724049,-79.753899,5350562.15
00005490,North Park Dr opp Northampton St,43.72244,-79.750671,5350562.15
00005500,North Park Dr n/of Williams Pky E,43.720961,-79.747932,5350562.15
00005510,Howden Blvd s/of Williams Pky E,43.719672,-79.746222,5350562.02
00005520,Howden Blvd at La France Rd,43.718331,-79.744514,5350562.02
00005530,Howden Blvd at Vodden St,43.716918,-79.741928,5350562.02
00005540,Howden Blvd at Heath Dr,43.718132,-79.738324,5350562.02
00005550,Howden Blvd at Dixie Rd,43.718931,-79.734266,5350562.02
00005560,Howden Blvd at Hanover Rd,43.720196,-79.732468,5350562.05
00005570,Hanover Rd at Homeland Crt,43.719229,-79.730474,5350562.05
00005580,Hanover Rd at Helena Crt,43.717884,-79.728367,5350562.05
00005590,Hanover Rd opp Huntingwood Cres,43.720251,-79.725191,5350562.05
00005955,Dixie Rd at 407 Sportsplex,43.68476,-79.686921,5350561.0
00005960,Dixie Rd s/of Advance Blvd,43.69062,-79.694769,5350561.0
00005970,Dixie Rd at Steeles Ave E,43.694897,-79.700538,5350561.0
00005980,Dixie Rd n/of Steeles Ave,43.695848,-79.701941,5350561.0
00005990,Dixie Rd btwn Steeles Ave E and Orenda Rd,43.697537,-79.704688,5350561.0
00006000,Dixie Rd n/of Orenda Rd,43.700219,-79.708195,5350561.0
00006010,Dixie Rd at Birchbank Rd,43.701597,-79.710161,5350561.0
00006020,Dixie Rd s/of Balmoral Dr,43.705785,-79.715749,5350561.0
